"","honeycomb","score"
"22121","ehimnop",270
"22122","heimnop",156
"22123","iehmnop",210
"22124","mehinop",221
"22125","nehimop",292
"22126","oehimnp",273
"22127","pehimno",248
"22128","cehipty",197
"22129","echipty",281
"22130","hceipty",213
"22131","icehpty",270
"22132","pcehity",231
"22133","tcehipy",291
"22134","ycehipt",175
"22135","aehilpt",833
"22136","eahilpt",777
"22137","haeilpt",337
"22138","iaehlpt",516
"22139","laehipt",818
"22140","paehilt",666
"22141","taehilp",766
"22142","aeilptx",669
"22143","eailptx",686
"22144","iaelptx",455
"22145","laeiptx",680
"22146","paeiltx",577
"22147","taeilpx",608
"22148","xaeilpt",163
"22149","aceiptx",358
"22150","caeiptx",293
"22151","eaciptx",366
"22152","iaceptx",322
"22153","paceitx",300
"22154","taceipx",405
"22155","xaceipt",107
"22156","aeiptxy",170
"22157","eaiptxy",221
"22158","iaeptxy",185
"22159","paeitxy",240
"22160","taeipxy",238
"22161","xaeipty",74
"22162","yaeiptx",108
"22163","ehilptz",239
"22164","heilptz",103
"22165","iehlptz",228
"22166","lehiptz",154
"22167","pehiltz",151
"22168","tehilpz",247
"22169","zehilpt",91
"22170","ceimopt",340
"22171","ecimopt",443
"22172","icemopt",391
"22173","mceiopt",318
"22174","oceimpt",442
"22175","pceimot",341
"22176","tceimop",498
"22177","eimoptz",302
"22178","iemoptz",214
"22179","meioptz",207
"22180","oeimptz",247
"22181","peimotz",235
"22182","teimopz",323
"22183","zeimopt",103
"22184","ceioptz",220
"22185","ecioptz",277
"22186","iceoptz",292
"22187","oceiptz",261
"22188","pceiotz",275
"22189","tceiopz",323
"22190","zceiopt",94
"22191","eioptyz",209
"22192","ieoptyz",179
"22193","oeiptyz",144
"22194","peiotyz",240
"22195","teiopyz",248
"22196","yeioptz",122
"22197","zeiopty",74
"22198","acehlop",597
"22199","caehlop",458
"22200","eachlop",462
"22201","hacelop",451
"22202","lacehop",610
"22203","oacehlp",414
"22204","pacehlo",398
"22205","deiopxz",290
"22206","ediopxz",276
"22207","ideopxz",226
"22208","odeipxz",231
"22209","pdeioxz",152
"22210","xdeiopz",133
"22211","zdeiopx",116
"22212","abelquy",250
"22213","baelquy",259
"22214","eablquy",259
"22215","labequy",305
"22216","qabeluy",56
"22217","uabelqy",199
"22218","yabelqu",138
"22219","aeilquz",130
"22220","eailquz",101
"22221","iaelquz",93
"22222","laeiquz",149
"22223","qaeiluz",80
"22224","uaeilqz",109
"22225","zaeilqu",49
"22226","aeoqrtu",492
"22227","eaoqrtu",696
"22228","oaeqrtu",444
"22229","qaeortu",190
"22230","raeoqtu",762
"22231","taeoqru",734
"22232","uaeoqrt",439
"22233","eilnquy",163
"22234","ielnquy",136
"22235","leinquy",138
"22236","neilquy",177
"22237","qeilnuy",101
"22238","ueilnqy",138
"22239","yeilnqu",89
"22240","einqtuy",276
"22241","ienqtuy",263
"22242","neiqtuy",292
"22243","qeintuy",161
"22244","teinquy",297
"22245","ueinqty",248
"22246","yeinqtu",144
"22247","einoqux",92
"22248","ienoqux",112
"22249","neioqux",129
"22250","oeinqux",80
"22251","qeinoux",71
"22252","ueinoqx",90
"22253","xeinoqu",32
"22254","aegipqu",94
"22255","eagipqu",99
"22256","gaeipqu",86
"22257","iaegpqu",80
"22258","paegiqu",96
"22259","qaegipu",56
"22260","uaegipq",73
"22261","eginpqu",305
"22262","geinpqu",362
"22263","iegnpqu",446
"22264","negipqu",444
"22265","peginqu",322
"22266","qeginpu",112
"22267","ueginpq",232
"22268","eikoquv",48
"22269","iekoquv",32
"22270","keioquv",34
"22271","oeikquv",36
"22272","qeikouv",29
"22273","ueikoqv",29
"22274","veikoqu",35
"22275","cdegior",573
"22276","dcegior",1009
"22277","ecdgior",1154
"22278","gcdeior",460
"22279","icdegor",660
"22280","ocdegir",678
"22281","rcdegio",1003
"22282","aeghopr",572
"22283","eaghopr",666
"22284","gaehopr",431
"22285","haegopr",284
"22286","oaeghpr",349
"22287","paeghor",524
"22288","raeghop",700
"22289","cegiort",464
"22290","ecgiort",807
"22291","gceiort",287
"22292","icegort",530
"22293","ocegirt",577
"22294","rcegiot",882
"22295","tcegior",711
"22296","egiklnr",1063
"22297","geiklnr",1011
"22298","iegklnr",1161
"22299","kegilnr",511
"22300","legiknr",746
"22301","negiklr",1035
"22302","regikln",823
"22303","ceiortz",495
"22304","eciortz",706
"22305","iceortz",499
"22306","oceirtz",510
"22307","rceiotz",734
"22308","tceiorz",653
"22309","zceiort",152
"22310","deiortz",840
"22311","ediortz",1082
"22312","ideortz",687
"22313","odeirtz",680
"22314","rdeiotz",975
"22315","tdeiorz",743
"22316","zdeiort",234
"22317","egilnry",945
"22318","geilnry",995
"22319","ieglnry",1053
"22320","leginry",703
"22321","negilry",939
"22322","regilny",813
"22323","yegilnr",417
"22324","emnprtu",924
"22325","menprtu",350
"22326","nemprtu",497
"22327","pemnrtu",456
"22328","remnptu",782
"22329","temnpru",707
"22330","uemnprt",533
"22331","eiprtuv",838
"22332","ieprtuv",552
"22333","peirtuv",473
"22334","reiptuv",762
"22335","teipruv",611
"22336","ueiprtv",241
"22337","veiprtu",318
"22338","aehmrty",923
"22339","eahmrty",987
"22340","haemrty",454
"22341","maehrty",617
"22342","raehmty",961
"22343","taehmry",833
"22344","yaehmrt",348
"22345","ehnorty",785
"22346","henorty",399
"22347","nehorty",533
"22348","oehnrty",610
"22349","rehnoty",737
"22350","tehnory",779
"22351","yehnort",239
"22352","ceghint",297
"22353","ecghint",557
"22354","gcehint",523
"22355","hcegint",515
"22356","iceghnt",747
"22357","nceghit",684
"22358","tceghin",610
"22359","deinrtz",1018
"22360","edinrtz",1511
"22361","idenrtz",1105
"22362","ndeirtz",1036
"22363","rdeintz",1147
"22364","tdeinrz",1106
"22365","zdeinrt",157
"22366","eginrtz",1267
"22367","geinrtz",926
"22368","iegnrtz",1169
"22369","negirtz",1178
"22370","regintz",1197
"22371","teginrz",972
"22372","zeginrt",142
"22373","defhirt",802
"22374","edfhirt",1271
"22375","fdehirt",621
"22376","hdefirt",326
"22377","idefhrt",888
"22378","rdefhit",1109
"22379","tdefhir",771
"22380","efhirty",632
"22381","fehirty",379
"22382","hefirty",247
"22383","iefhrty",444
"22384","refhity",598
"22385","tefhiry",503
"22386","yefhirt",180
"22387","dehirtz",500
"22388","edhirtz",780
"22389","hdeirtz",304
"22390","idehrtz",580
"22391","rdehitz",652
"22392","tdehirz",546
"22393","zdehirt",118
"22394","cdehitz",263
"22395","dcehitz",297
"22396","ecdhitz",375
"22397","hcdeitz",216
"22398","icdehtz",316
"22399","tcdehiz",306
"22400","zcdehit",77
"22401","ehilnty",451
"22402","heilnty",226
"22403","iehlnty",401
"22404","lehinty",339
"22405","nehilty",412
"22406","tehilny",467
"22407","yehilnt",253
"22408","dehimot",468
"22409","edhimot",499
"22410","hdeimot",184
"22411","idehmot",290
"22412","mdehiot",311
"22413","odehimt",360
"22414","tdehimo",390
"22415","cehinty",265
"22416","echinty",380
"22417","hceinty",313
"22418","icehnty",355
"22419","ncehity",341
"22420","tcehiny",381
"22421","ycehint",179
"22422","eghloty",281
"22423","gehloty",196
"22424","hegloty",211
"22425","leghoty",316
"22426","oeghlty",306
"22427","teghloy",228
"22428","yeghlot",236
"22429","ehlotxy",201
"22430","helotxy",179
"22431","lehotxy",202
"22432","oehltxy",195
"22433","tehloxy",184
"22434","xehloty",65
"22435","yehlotx",148
"22436","cehilty",460
"22437","echilty",397
"22438","hceilty",380
"22439","icehlty",470
"22440","lcehity",463
"22441","tcehily",429
"22442","ycehilt",295
"22443","adeilot",733
"22444","daeilot",969
"22445","eadilot",1092
"22446","iadelot",687
"22447","ladeiot",1028
"22448","oadeilt",607
"22449","tadeilo",816
"22450","egiloty",269
"22451","geiloty",241
"22452","iegloty",216
"22453","legioty",375
"22454","oegilty",255
"22455","tegiloy",228
"22456","yegilot",172
"22457","eglmoty",286
"22458","gelmoty",217
"22459","legmoty",316
"22460","megloty",226
"22461","oeglmty",334
"22462","teglmoy",230
"22463","yeglmot",227
"22464","ademnou",514
"22465","daemnou",729
"22466","eadmnou",688
"22467","madenou",604
"22468","nademou",656
"22469","oademnu",357
"22470","uademno",320
"22471","acehlnu",567
"22472","caehlnu",490
"22473","eachlnu",429
"22474","hacelnu",298
"22475","lacehnu",542
"22476","nacehlu",442
"22477","uacehln",292
"22478","aegilou",254
"22479","eagilou",268
"22480","gaeilou",301
"22481","iaeglou",204
"22482","laegiou",348
"22483","oaegilu",126
"22484","uaegilo",146
"22485","egilmou",254
"22486","geilmou",200
"22487","ieglmou",219
"22488","legimou",282
"22489","megilou",217
"22490","oegilmu",143
"22491","uegilmo",152
"22492","egilouz",147
"22493","geilouz",150
"22494","ieglouz",119
"22495","legiouz",171
"22496","oegiluz",98
"22497","uegiloz",73
"22498","zegilou",63
"22499","ehimpuz",47
"22500","heimpuz",48
"22501","iehmpuz",39
"22502","mehipuz",51
"22503","pehimuz",49
"22504","uehimpz",33
"22505","zehimpu",23
"22506","cehinpu",189
"22507","echinpu",188
"22508","hceinpu",149
"22509","icehnpu",209
"22510","ncehipu",220
"22511","pcehinu",179
"22512","ucehinp",111
"22513","ehnopuy",132
"22514","henopuy",102
"22515","nehopuy",141
"22516","oehnpuy",152
"22517","pehnouy",179
"22518","uehnopy",74
"22519","yehnopu",125
"22520","deilopu",634
"22521","edilopu",677
"22522","idelopu",354
"22523","ldeiopu",625
"22524","odeilpu",413
"22525","pdeilou",503
"22526","udeilop",222
"22527","ceinopu",259
"22528","ecinopu",229
"22529","icenopu",282
"22530","nceiopu",353
"22531","oceinpu",290
"22532","pceinou",235
"22533","uceinop",122
"22534","ehmrtuy",430
"22535","hemrtuy",232
"22536","mehrtuy",336
"22537","rehmtuy",418
"22538","tehmruy",367
"22539","uehmrty",267
"22540","yehmrtu",202
"22541","cdeiotu",418
"22542","dceiotu",519
"22543","ecdiotu",519
"22544","icdeotu",347
"22545","ocdeitu",327
"22546","tcdeiou",399
"22547","ucdeiot",183
"22548","acentuv",407
"22549","caentuv",243
"22550","eacntuv",395
"22551","nacetuv",372
"22552","tacenuv",394
"22553","uacentv",205
"22554","vacentu",142
"22555","acdetuv",365
"22556","cadetuv",364
"22557","dacetuv",416
"22558","eacdtuv",475
"22559","tacdeuv",356
"22560","uacdetv",275
"22561","vacdetu",153
"22562","aceituv",296
"22563","caeituv",300
"22564","eacituv",294
"22565","iacetuv",287
"22566","taceiuv",335
"22567","uaceitv",98
"22568","vaceitu",220
"22569","aeoprtv",1018
"22570","eaoprtv",1404
"22571","oaeprtv",876
"22572","paeortv",986
"22573","raeoptv",1482
"22574","taeoprv",1200
"22575","vaeoprt",474
"22576","eflntuv",278
"22577","felntuv",125
"22578","lefntuv",227
"22579","nefltuv",205
"22580","teflnuv",215
"22581","ueflntv",189
"22582","veflntu",95
"22583","aelntuv",725
"22584","ealntuv",713
"22585","laentuv",658
"22586","naeltuv",574
"22587","taelnuv",591
"22588","uaelntv",405
"22589","vaelntu",346
"22590","adentuv",674
"22591","daentuv",752
"22592","eadntuv",914
"22593","nadetuv",829
"22594","tadenuv",690
"22595","uadentv",457
"22596","vadentu",270
"22597","adeglrv",1397
"22598","daeglrv",1144
"22599","eadglrv",1739
"22600","gadelrv",951
"22601","ladegrv",1030
"22602","radeglv",1317
"22603","vadeglr",678
"22604","eginrtv",2077
"22605","geinrtv",1323
"22606","iegnrtv",1840
"22607","negirtv",1769
"22608","regintv",1852
"22609","teginrv",1430
"22610","veginrt",955
"22611","bdeorvy",360
"22612","dbeorvy",588
"22613","ebdorvy",720
"22614","obdervy",494
"22615","rbdeovy",662
"22616","vbdeory",258
"22617","ybdeorv",215
"22618","aemnrvy",453
"22619","eamnrvy",480
"22620","maenrvy",309
"22621","naemrvy",301
"22622","raemnvy",455
"22623","vaemnry",205
"22624","yaemnrv",206
"22625","cegintv",189
"22626","ecgintv",470
"22627","gceintv",380
"22628","icegntv",557
"22629","ncegitv",526
"22630","tceginv",404
"22631","vcegint",288
"22632","deilorv",1355
"22633","edilorv",1792
"22634","idelorv",1133
"22635","ldeiorv",1139
"22636","odeilrv",804
"22637","rdeilov",1444
"22638","vdeilor",1084
"22639","bceilnv",162
"22640","cbeilnv",164
"22641","ebcilnv",328
"22642","ibcelnv",322
"22643","lbceinv",294
"22644","nbceilv",238
"22645","vbceiln",186
"22646","abcelov",453
"22647","bacelov",318
"22648","cabelov",345
"22649","eabclov",365
"22650","labceov",501
"22651","oabcelv",341
"22652","vabcelo",221
"22653","egiknov",258
"22654","geiknov",323
"22655","iegknov",388
"22656","keginov",166
"22657","negikov",392
"22658","oegiknv",217
"22659","vegikno",143
"22660","elmnotv",432
"22661","lemnotv",281
"22662","melnotv",265
"22663","nelmotv",311
"22664","oelmntv",363
"22665","telmnov",344
"22666","velmnot",143
"22667","egilnov",621
"22668","geilnov",687
"22669","ieglnov",829
"22670","leginov",708
"22671","negilov",815
"22672","oegilnv",532
"22673","vegilno",396
"22674","abcertx",866
"22675","bacertx",411
"22676","cabertx",524
"22677","eabcrtx",887
"22678","rabcetx",884
"22679","tabcerx",777
"22680","xabcert",105
"22681","abceltx",499
"22682","baceltx",314
"22683","cabeltx",271
"22684","eabcltx",492
"22685","labcetx",471
"22686","tabcelx",399
"22687","xabcelt",74
"22688","aceltxy",417
"22689","caeltxy",281
"22690","eacltxy",396
"22691","lacetxy",419
"22692","tacelxy",325
"22693","xacelty",80
"22694","yaceltx",220
"22695","aceortx",837
"22696","caeortx",757
"22697","eacortx",987
"22698","oacertx",633
"22699","raceotx",1066
"22700","taceorx",1025
"22701","xaceort",185
"22702","adegrtx",1182
"22703","daegrtx",971
"22704","eadgrtx",1444
"22705","gadertx",764
"22706","radegtx",1369
"22707","tadegrx",927
"22708","xadegrt",106
"22709","aegortx",661
"22710","eagortx",827
"22711","gaeortx",511
"22712","oaegrtx",433
"22713","raegotx",916
"22714","taegorx",769
"22715","xaegort",81
"22716","adeltxy",457
"22717","daeltxy",373
"22718","eadltxy",494
"22719","ladetxy",478
"22720","tadelxy",330
"22721","xadelty",90
"22722","yadeltx",232
"22723","aeimntx",880
"22724","eaimntx",786
"22725","iaemntx",738
"22726","maeintx",746
"22727","naeimtx",860
"22728","taeimnx",768
"22729","xaeimnt",237
"22730","adeimnx",700
"22731","daeimnx",659
"22732","eadimnx",769
"22733","iademnx",578
"22734","madeinx",690
"22735","nadeimx",700
"22736","xadeimn",204
"22737","aeimnrx",605
"22738","eaimnrx",606
"22739","iaemnrx",474
"22740","maeinrx",575
"22741","naeimrx",473
"22742","raeimnx",470
"22743","xaeimnr",174
"22744","aegimnx",563
"22745","eagimnx",392
"22746","gaeimnx",429
"22747","iaegmnx",550
"22748","maeginx",501
"22749","naegimx",610
"22750","xaegimn",165
"22751","adelmpx",594
"22752","daelmpx",473
"22753","eadlmpx",649
"22754","ladempx",582
"22755","madelpx",303
"22756","padelmx",386
"22757","xadelmp",78
"22758","aehmntx",482
"22759","eahmntx",472
"22760","haemntx",234
"22761","maehntx",344
"22762","naehmtx",432
"22763","taehmnx",457
"22764","xaehmnt",151
"22765","acehlrx",490
"22766","caehlrx",399
"22767","eachlrx",481
"22768","hacelrx",294
"22769","lacehrx",398
"22770","racehlx",403
"22771","xacehlr",71
"22772","acehrtx",1055
"22773","caehrtx",803
"22774","eachrtx",1110
"22775","hacertx",657
"22776","racehtx",1033
"22777","tacehrx",1046
"22778","xacehrt",117
"22779","acehrxy",265
"22780","caehrxy",243
"22781","eachrxy",284
"22782","hacerxy",220
"22783","racehxy",305
"22784","xacehry",65
"22785","yacehrx",151
"22786","acdetvx",251
"22787","cadetvx",204
"22788","dacetvx",249
"22789","eacdtvx",303
"22790","tacdevx",212
"22791","vacdetx",133
"22792","xacdetv",76
"22793","cdeginx",185
"22794","dceginx",453
"22795","ecdginx",489
"22796","gcdeinx",333
"22797","icdegnx",506
"22798","ncdegix",437
"22799","xcdegin",127
"22800","celntxy",79
"22801","eclntxy",188
"22802","lcentxy",142
"22803","nceltxy",125
"22804","tcelnxy",135
"22805","xcelnty",86
"22806","ycelntx",99
"22807","cegilnx",184
"22808","ecgilnx",326
"22809","gceilnx",311
"22810","iceglnx",424
"22811","lceginx",337
"22812","ncegilx",388
"22813","xcegiln",81
"22814","ceiptvx",98
"22815","eciptvx",168
"22816","iceptvx",143
"22817","pceitvx",119
"22818","tceipvx",144
"22819","vceiptx",63
"22820","xceiptv",43
"22821","cdeprtx",317
"22822","dceprtx",380
"22823","ecdprtx",624
"22824","pcdertx",303
"22825","rcdeptx",510
"22826","tcdeprx",377
"22827","xcdeprt",156
"22828","ceoprtx",399
"22829","ecoprtx",787
"22830","oceprtx",613
"22831","pceortx",479
"22832","rceoptx",751
"22833","tceoprx",667
"22834","xceoprt",159
"22835","aceghnx",155
"22836","caeghnx",109
"22837","eacghnx",127
"22838","gacehnx",68
"22839","hacegnx",92
"22840","naceghx",142
"22841","xaceghn",33
"22842","cehqrux",110
"22843","echqrux",122
"22844","hceqrux",95
"22845","qcehrux",52
"22846","rcehqux",122
"22847","ucehqrx",99
"22848","xcehqru",23
"22849","ceinptx",194
"22850","ecinptx",368
"22851","icenptx",320
"22852","nceiptx",285
"22853","pceintx",266
"22854","tceinpx",297
"22855","xceinpt",72
"22856","aceintx",672
"22857","caeintx",489
"22858","eacintx",549
"22859","iacentx",564
"22860","naceitx",633
"22861","taceinx",669
"22862","xaceint",147
"22863","aceitvx",307
"22864","caeitvx",273
"22865","eacitvx",266
"22866","iacetvx",300
"22867","taceivx",327
"22868","vaceitx",193
"22869","xaceitv",79
"22870","ceimntx",191
"22871","ecimntx",348
"22872","icemntx",326
"22873","mceintx",240
"22874","nceimtx",285
"22875","tceimnx",277
"22876","xceimnt",74
"22877","cegintx",162
"22878","ecgintx",326
"22879","gceintx",293
"22880","icegntx",386
"22881","ncegitx",388
"22882","tceginx",320
"22883","xcegint",114
"22884","ceinotx",588
"22885","ecinotx",560
"22886","icenotx",580
"22887","nceiotx",651
"22888","oceintx",635
"22889","tceinox",611
"22890","xceinot",185
"22891","ceiortx",545
"22892","eciortx",733
"22893","iceortx",496
"22894","oceirtx",526
"22895","rceiotx",749
"22896","tceiorx",713
"22897","xceiort",177
"22898","aceilmx",521
"22899","caeilmx",358
"22900","eacilmx",419
"22901","iacelmx",481
"22902","laceimx",533
"22903","maceilx",404
"22904","xaceilm",155
"22905","cdelrux",396
"22906","dcelrux",538
"22907","ecdlrux",654
"22908","lcderux",371
"22909","rcdelux",440
"22910","ucdelrx",459
"22911","xcdelru",95
"22912","cemnrtx",153
"22913","ecmnrtx",431
"22914","mcenrtx",164
"22915","ncemrtx",234
"22916","rcemntx",376
"22917","tcemnrx",378
"22918","xcemnrt",78
"22919","acelrtx",1115
"22920","caelrtx",739
"22921","eaclrtx",1190
"22922","lacertx",736
"22923","raceltx",1052
"22924","tacelrx",1021
"22925","xacelrt",162
"22926","ceortxy",251
"22927","ecortxy",433
"22928","ocertxy",380
"22929","rceotxy",415
"22930","tceorxy",384
"22931","xceorty",87
"22932","yceortx",107
"22933","cenrtux",243
"22934","ecnrtux",599
"22935","ncertux",380
"22936","rcentux",546
"22937","tcenrux",554
"22938","ucenrtx",345
"22939","xcenrtu",102
"22940","abcelrx",678
"22941","bacelrx",448
"22942","cabelrx",390
"22943","eabclrx",644
"22944","labcerx",529
"22945","rabcelx",564
"22946","xabcelr",53
"22947","acdertx",1229
"22948","cadertx",807
"22949","dacertx",968
"22950","eacdrtx",1471
"22951","racdetx",1361
"22952","tacderx",1092
"22953","xacdert",201
"22954","acentux",346
"22955","caentux",217
"22956","eacntux",357
"22957","nacetux",328
"22958","tacenux",363
"22959","uacentx",163
"22960","xacentu",77
"22961","ceituvx",101
"22962","ecituvx",112
"22963","icetuvx",104
"22964","tceiuvx",116
"22965","uceitvx",63
"22966","vceitux",65
"22967","xceituv",33
"22968","ceirtux",407
"22969","ecirtux",577
"22970","icertux",398
"22971","rceitux",566
"22972","tceirux",536
"22973","uceirtx",282
"22974","xceirtu",109
"22975","aelmprx",682
"22976","ealmprx",723
"22977","laemprx",513
"22978","maelprx",357
"22979","paelmrx",523
"22980","raelmpx",577
"22981","xaelmpr",112
"22982","aeilqux",145
"22983","eailqux",103
"22984","iaelqux",110
"22985","laeiqux",156
"22986","qaeilux",73
"22987","uaeilqx",98
"22988","xaeilqu",57
"22989","aeglrux",571
"22990","eaglrux",596
